transaction_id,customer_id,transaction_date,amount,quantity,product_category,product_name
TXN92B89W59T2,CUST75814619,2025-11-22 20:58:32.794066,102.05,3,Office Supplies,Stationery
TXNMNHIXSSTML,CUST75814619,2026-01-29 20:58:32.794066,182.47,5,Office Supplies,Desk Accessories
TXNJVZVCIWLXQ,CUST75814619,2025-12-05 20:58:32.794066,243.72,1,Toys & Games,Video Games
TXNKZ4ACWJNI9,CUST75814619,2026-01-26 20:58:32.794066,223.47,2,Home & Garden,Decor
TXNYZ8J4CEPQP,CUST75814619,2025-12-29 20:58:32.794066,193.29,2,Home & Garden,Furniture
TXN32L30YZZ2Q,CUST75814619,2026-01-08 20:58:32.794066,178.45,1,Toys & Games,Video Games
TXNISDHYJABA3,CUST75814619,2025-12-01 20:58:32.794066,278.39,1,Books,Educational
TXNE0UL9G7P71,CUST75814619,2025-11-19 20:58:32.794066,251.05,3,Clothing,Jacket
TXNIAPV5DY9L4,CUST79546553,2025-04-12 20:58:32.794066,387.04,4,Clothing,T-Shirt
TXNSTXBCSNCK1,CUST79546553,2025-02-21 20:58:32.794066,217.26,4,Clothing,T-Shirt
TXNQJG97AN11D,CUST79546553,2025-04-12 20:58:32.794066,299.97,4,Food & Beverages,Snacks
TXNCOCYZEDNXJ,CUST79546553,2025-04-25 20:58:32.794066,112.39,2,Office Supplies,Desk Accessories
TXNJ1VCJE8RUF,CUST79546553,2025-09-26 20:58:32.794066,275.28,5,Health & Beauty,Supplements
TXN562AK257AJ,CUST79546553,2025-10-12 20:58:32.794066,121.27,3,Health & Beauty,Supplements
TXN7L5EN64EKS,CUST79546553,2024-12-03 20:58:32.794066,175.79,4,Toys & Games,Board Games
TXN02TR7RYYZF,CUST79546553,2025-11-28 20:58:32.794066,256.5,4,Automotive,Cleaning Supplies
TXNWWYTW8E01K,CUST79546553,2025-05-03 20:58:32.794066,366.76,5,Electronics,Smart Watch
TXNE4RE14BSJB,CUST79546553,2025-02-05 20:58:32.794066,204.72,2,Office Supplies,Furniture
TXNR5QWNIWN49,CUST79546553,2025-01-31 20:58:32.794066,116.31,3,Toys & Games,Board Games
TXNJUSRM9RHEV,CUST79546553,2025-12-24 20:58:32.794066,320.0,1,Automotive,Cleaning Supplies
TXNHVK76KH4QX,CUST79546553,2026-01-19 20:58:32.794066,266.63,5,Health & Beauty,Makeup
TXNQP1QJ5J275,CUST79546553,2025-06-12 20:58:32.794066,263.13,2,Sports & Outdoors,Sportswear
TXNT2KJ2OV4M9,CUST79546553,2025-02-15 20:58:32.794066,392.53,4,Food & Beverages,Organic Products
TXNAGGUQVT9RT,CUST79546553,2025-08-26 20:58:32.794066,156.27,3,Toys & Games,Video Games
TXNGOF9U1OXVJ,CUST79546553,2025-11-08 20:58:32.794066,339.74,4,Automotive,Cleaning Supplies
TXNVPASA6ZHFA,CUST79546553,2025-05-07 20:58:32.794066,336.89,3,Books,Magazines
TXNWIZNYJDYH8,CUST79546553,2025-04-20 20:58:32.794066,317.42,3,Clothing,Jacket
TXNPQBCTC5PAD,CUST79546553,2025-04-22 20:58:32.794066,493.81,1,Clothing,Jacket
TXNZ89X6T7R71,CUST79546553,2024-11-17 20:58:32.794066,386.18,1,Home & Garden,Bedding
TXNZLLI0VUTQS,CUST79546553,2025-08-06 20:58:32.794066,403.89,3,Home & Garden,Bedding
TXNWY8F7CDIS0,CUST79546553,2025-05-29 20:58:32.794066,242.32,4,Food & Beverages,Beverages
TXNK0SOPCCX89,CUST80891377,2025-11-18 20:58:32.794066,531.05,1,Sports & Outdoors,Sportswear
TXN3FCDK3NCAJ,CUST80891377,2026-01-22 20:58:32.794066,444.84,2,Sports & Outdoors,Sportswear
TXNM1TWBA89PI,CUST80891377,2025-10-17 20:58:32.794066,432.76,5,Clothing,Jeans
TXN15H4ZJ3ZFI,CUST80891377,2025-10-26 20:58:32.794066,450.2,5,Office Supplies,Furniture
TXN0U9G54AWK4,CUST80891377,2026-02-05 20:58:32.794066,596.24,2,Health & Beauty,Makeup
TXNPD5HRNB07L,CUST80891377,2026-01-26 20:58:32.794066,428.85,5,Electronics,Camera
TXNGPDFSV8BEO,CUST80891377,2025-12-15 20:58:32.794066,576.94,1,Automotive,Cleaning Supplies
TXNZI545BBEY0,CUST80891377,2025-10-16 20:58:32.794066,527.23,5,Sports & Outdoors,Bicycle
TXNI1ZS5FDJM0,CUST80891377,2026-01-12 20:58:32.794066,214.75,3,Clothing,Accessories
TXN68093AZ0PC,CUST80891377,2025-11-01 20:58:32.794066,628.32,5,Electronics,Smart Watch
TXN005CIAMIF5,CUST80891377,2025-10-27 20:58:32.794066,299.5,3,Toys & Games,Board Games
TXNP3E5K38HBM,CUST80891377,2025-12-18 20:58:32.794066,456.72,2,Health & Beauty,Skincare
TXNDWHTB37QNM,CUST80891377,2025-11-09 20:58:32.794066,441.26,5,Toys & Games,Board Games
TXNC7LC9YU4XF,CUST80891377,2026-01-16 20:58:32.794066,404.11,2,Clothing,Accessories
TXN5UPT42C95Y,CUST80891377,2026-01-12 20:58:32.794066,311.32,3,Electronics,Camera
TXNH2YI49LAWX,CUST80891377,2025-11-30 20:58:32.794066,561.97,2,Toys & Games,Puzzles
TXNX14IOTUFFK,CUST80891377,2025-10-19 20:58:32.794066,486.42,1,Sports & Outdoors,Bicycle
TXNFYT9JJB2HF,CUST80891377,2025-11-23 20:58:32.794066,432.98,3,Toys & Games,Board Games
TXNZZQZQUQKVK,CUST80891377,2025-12-28 20:58:32.794066,331.78,4,Automotive,Cleaning Supplies
TXNWYOTVLFMIK,CUST80891377,2026-01-15 20:58:32.794066,500.73,2,Health & Beauty,Makeup
TXNLW4DDHYABQ,CUST80891377,2025-10-19 20:58:32.794066,556.75,3,Automotive,Parts
TXNPIP1OUP0FK,CUST80891377,2025-10-27 20:58:32.794066,300.41,2,Office Supplies,Desk Accessories
TXNE4FCHLTX2G,CUST80891377,2025-11-25 20:58:32.794066,293.35,1,Clothing,Accessories
TXN40EGBQ9WVP,CUST80891377,2025-10-27 20:58:32.794066,567.77,1,Automotive,Cleaning Supplies
TXN0RRP43LUOG,CUST80891377,2026-01-06 20:58:32.794066,539.28,3,Electronics,Headphones
TXN2WDGWBCZ1P,CUST80891377,2025-12-25 20:58:32.794066,437.23,5,Office Supplies,Furniture
TXNAB1M5JILVP,CUST80891377,2025-11-11 20:58:32.794066,548.63,2,Health & Beauty,Makeup
TXN86U117BY8D,CUST80891377,2025-10-31 20:58:32.794066,360.42,3,Office Supplies,Desk Accessories
TXN3UPCT5SH4Z,CUST80891377,2025-11-19 20:58:32.794066,709.75,3,Electronics,Camera
TXNAF4QLXVAOK,CUST80891377,2026-02-03 20:58:32.794066,571.63,2,Automotive,Car Accessories
TXN1FM9QYTVRL,CUST80891377,2026-01-30 20:58:32.794066,580.89,2,Health & Beauty,Supplements
TXN90MZS5EPPC,CUST80891377,2025-10-22 20:58:32.794066,578.17,5,Food & Beverages,Organic Products
TXNHTOXW8IWNZ,CUST80891377,2026-01-26 20:58:32.794066,186.57,1,Books,Comics
TXN9G0C5WDU1C,CUST80891377,2025-12-16 20:58:32.794066,369.95,3,Electronics,Laptop
TXNLC1Y32Z9GA,CUST80891377,2025-10-23 20:58:32.794066,459.4,3,Clothing,Shoes
TXNT9P2FNLTXG,CUST80891377,2025-12-05 20:58:32.794066,358.56,1,Home & Garden,Bedding
TXN46CZ7JZJ8Z,CUST80891377,2025-12-14 20:58:32.794066,332.11,1,Clothing,Jacket
TXNYGIBGGAJKX,CUST80891377,2026-01-03 20:58:32.794066,115.87,2,Office Supplies,Desk Accessories
TXN8HPCQ0SUTM,CUST80891377,2025-10-27 20:58:32.794066,496.34,2,Food & Beverages,Snacks
TXNJIUIUMXNTQ,CUST80891377,2026-01-14 20:58:32.794066,564.29,4,Books,Educational
TXN6MU13KA2UJ,CUST80891377,2026-01-11 20:58:32.794066,151.99,3,Home & Garden,Kitchen Appliances
TXNIMI87QJP5E,CUST80891377,2025-10-22 20:58:32.794066,352.27,2,Books,Educational
TXNC5LMN4FIDU,CUST07832576,2025-10-12 20:58:32.794066,106.91,5,Automotive,Tools
TXN1HEK53PKQZ,CUST07832576,2025-09-26 20:58:32.794066,151.58,4,Health & Beauty,Makeup
TXNK3Q6E3THOP,CUST07832576,2026-02-17 20:58:32.794066,69.95,2,Books,Educational
TXNTG2MMWH2JY,CUST07832576,2026-01-22 20:58:32.794066,108.14,4,Books,Magazines
TXN7FODIF054L,CUST07832576,2025-10-27 20:58:32.794066,118.76,5,Sports & Outdoors,Camping Gear
TXN6K9NGIXVFK,CUST07832576,2025-08-24 20:58:32.794066,95.81,5,Food & Beverages,Organic Products
TXNHJH48HC5WM,CUST07832576,2025-10-06 20:58:32.794066,143.65,2,Toys & Games,Video Games
TXN24AUKXNTQH,CUST07832576,2025-07-24 20:58:32.794066,104.5,1,Food & Beverages,Gourmet Food
TXNDSHNYM4AS2,CUST07832576,2025-11-03 20:58:32.794066,153.88,2,Toys & Games,Board Games
TXNC44IKOE3BK,CUST07832576,2025-07-21 20:58:32.794066,123.94,5,Food & Beverages,Beverages
TXN3J4Y16A1Q8,CUST07832576,2025-06-20 20:58:32.794066,169.68,4,Sports & Outdoors,Fitness Equipment
TXNQOQB75DZR0,CUST07832576,2025-10-01 20:58:32.794066,133.91,5,Office Supplies,Furniture
TXN7HS6ZUUJEE,CUST07832576,2025-07-27 20:58:32.794066,101.93,1,Books,Comics
TXNKOYXPR26HD,CUST07832576,2025-10-15 20:58:32.794066,136.3,5,Office Supplies,Electronics
TXN4MZ4CRU6HD,CUST50365952,2026-01-01 20:58:32.794066,171.9,2,Health & Beauty,Makeup
TXNS35P98GAKF,CUST50365952,2025-12-11 20:58:32.794066,145.75,1,Health & Beauty,Personal Care
TXNQTHALSXGDD,CUST50365952,2025-12-17 20:58:32.794066,116.04,3,Automotive,Cleaning Supplies
TXNV20F044BS9,CUST50365952,2026-01-10 20:58:32.794066,155.25,1,Clothing,Shoes
TXNR24UC0PNYU,CUST50365952,2026-01-05 20:58:32.794066,136.83,1,Electronics,Camera
TXNS2LCRE42EJ,CUST50365952,2025-12-14 20:58:32.794066,94.41,2,Clothing,Accessories
TXNQKLRMAULSY,CUST50365952,2025-09-13 20:58:32.794066,129.24,5,Toys & Games,Board Games
TXNA9623VX7A5,CUST50365952,2025-10-14 20:58:32.794066,181.29,1,Food & Beverages,Snacks
TXNH8C5A5PGFM,CUST50365952,2025-11-28 20:58:32.794066,117.18,1,Books,Non-Fiction
TXNC4L6EE8LM3,CUST50365952,2025-11-15 20:58:32.794066,101.42,5,Toys & Games,Action Figures
TXN5H9LZYB7EB,CUST50365952,2026-02-05 20:58:32.794066,129.23,3,Health & Beauty,Makeup
TXNG1LMD7R2PI,CUST50365952,2025-11-08 20:58:32.794066,200.86,5,Clothing,Shoes
TXNL0CLHN0UO2,CUST50365952,2025-10-22 20:58:32.794066,103.68,2,Books,Magazines
TXN3ITOICKDPK,CUST50365952,2025-09-21 20:58:32.794066,134.4,5,Automotive,Tools
TXN3FW5P5C5GR,CUST50365952,2025-09-11 20:58:32.794066,188.75,4,Books,Magazines
TXNCQS0WYL02V,CUST50365952,2026-01-09 20:58:32.794066,192.73,1,Office Supplies,Electronics
TXN0VU2B71E3R,CUST50365952,2025-10-05 20:58:32.794066,80.21,3,Food & Beverages,Organic Products
TXNJ3RTGPE5NM,CUST50365952,2025-09-01 20:58:32.794066,129.69,4,Automotive,Parts
TXN2L177X5B8N,CUST50365952,2025-08-04 20:58:32.794066,126.12,5,Sports & Outdoors,Camping Gear
TXNQOOSPFBI1F,CUST50365952,2025-12-27 20:58:32.794066,124.68,2,Health & Beauty,Personal Care
TXN6MBXDHL5TW,CUST50365952,2026-01-29 20:58:32.794066,192.81,1,Sports & Outdoors,Sportswear
TXN0PQWUXE5BR,CUST50365952,2025-10-03 20:58:32.794066,44.63,4,Automotive,Parts
TXNKKBITNT1ZM,CUST50365952,2025-11-19 20:58:32.794066,152.47,1,Toys & Games,Action Figures
TXNRHYOJBYKBT,CUST50365952,2025-12-17 20:58:32.794066,214.17,4,Food & Beverages,Snacks
TXNP67N1W03UI,CUST50365952,2025-11-19 20:58:32.794066,125.04,2,Electronics,Camera
TXN45PT8MV2JQ,CUST50365952,2025-10-07 20:58:32.794066,118.78,4,Automotive,Cleaning Supplies
TXNHLU54DRS7N,CUST50365952,2025-11-04 20:58:32.794066,116.52,2,Toys & Games,Board Games
TXNLOZRBN634U,CUST50365952,2025-08-11 20:58:32.794066,147.09,2,Food & Beverages,Beverages
TXNP0ZE670EPX,CUST50365952,2025-12-09 20:58:32.794066,104.14,4,Office Supplies,Electronics
TXNH2BILNYOO6,CUST50365952,2025-12-12 20:58:32.794066,117.13,1,Office Supplies,Desk Accessories
TXNO2JQDEJ5SJ,CUST50365952,2026-01-15 20:58:32.794066,152.54,3,Food & Beverages,Gourmet Food
TXNEZD7K87B1C,CUST50365952,2025-08-27 20:58:32.794066,135.37,3,Health & Beauty,Makeup
TXNVH1ET37BB8,CUST50365952,2025-08-03 20:58:32.794066,170.19,1,Food & Beverages,Gourmet Food
TXN4P603O9YOU,CUST50365952,2026-01-02 20:58:32.794066,133.48,4,Books,Fiction
TXNJB52J6ASJU,CUST50365952,2025-09-07 20:58:32.794066,107.08,3,Office Supplies,Electronics
TXN3TR7MSBDCQ,CUST50365952,2025-11-17 20:58:32.794066,110.51,5,Sports & Outdoors,Fitness Equipment
TXNN8CIRX6XVN,CUST50365952,2025-10-03 20:58:32.794066,137.77,1,Books,Educational
TXNVQVTPQFD0J,CUST50365952,2025-08-04 20:58:32.794066,117.0,4,Toys & Games,Board Games
TXN06B389T6RT,CUST50365952,2025-08-30 20:58:32.794066,36.22,2,Sports & Outdoors,Camping Gear
TXNE2I81VEQDM,CUST50365952,2025-08-23 20:58:32.794066,101.32,4,Food & Beverages,Gourmet Food
TXNXM54Z7DKOH,CUST50365952,2026-01-21 20:58:32.794066,149.55,4,Home & Garden,Furniture
TXN52M5W8RE7I,CUST50365952,2026-01-23 20:58:32.794066,145.67,4,Books,Non-Fiction
TXN2ZSFOOW8JF,CUST50365952,2025-08-29 20:58:32.794066,104.55,5,Home & Garden,Kitchen Appliances
TXN0QES7B5PTH,CUST50365952,2026-01-01 20:58:32.794066,183.81,1,Health & Beauty,Skincare
TXNEC7JFUDDAM,CUST50365952,2025-10-29 20:58:32.794066,176.5,3,Books,Non-Fiction
TXN3VE0N2WL36,CUST50365952,2025-09-07 20:58:32.794066,154.11,4,Toys & Games,Board Games
TXN5IZUIY9HJ9,CUST50365952,2025-12-05 20:58:32.794066,91.65,4,Automotive,Cleaning Supplies
TXN900GE76EWM,CUST29504733,2025-12-19 20:58:32.794066,330.77,3,Health & Beauty,Makeup
TXNT15Z3JN5TC,CUST29504733,2025-10-22 20:58:32.794066,169.21,5,Automotive,Car Accessories
TXNTK1UAG66OX,CUST29504733,2025-11-15 20:58:32.794066,359.59,1,Toys & Games,Board Games
TXN7ZOMV08OG9,CUST29504733,2026-01-17 20:58:32.794066,284.81,4,Office Supplies,Desk Accessories
TXN6E6X7XIL4O,CUST29504733,2026-01-13 20:58:32.794066,458.44,3,Books,Magazines
TXNESR9TXYMGN,CUST29504733,2025-12-10 20:58:32.794066,385.35,1,Home & Garden,Bedding
TXN14TNW7GWXV,CUST29504733,2026-01-06 20:58:32.794066,445.83,1,Food & Beverages,Organic Products
TXN1RYKT9DOOE,CUST29504733,2026-01-06 20:58:32.794066,290.79,3,Home & Garden,Tools
TXNR35LI2TVOO,CUST29504733,2025-10-12 20:58:32.794066,366.4,1,Electronics,Headphones
TXN7SORGMDP2U,CUST29504733,2025-12-17 20:58:32.794066,358.3,3,Automotive,Cleaning Supplies
TXNFXXU22NV27,CUST29504733,2025-12-07 20:58:32.794066,339.34,4,Food & Beverages,Gourmet Food
TXNUAT62Y8UKN,CUST29504733,2025-11-27 20:58:32.794066,162.89,2,Office Supplies,Desk Accessories
TXN4O4E6KZHMM,CUST29504733,2026-01-30 20:58:32.794066,274.01,5,Sports & Outdoors,Bicycle
TXNKS9C164A31,CUST29504733,2026-01-19 20:58:32.794066,260.9,5,Toys & Games,Board Games
TXNB8R2RPCVDN,CUST29504733,2025-10-24 20:58:32.794066,372.12,1,Food & Beverages,Organic Products
TXNY3FLWBBGXK,CUST29504733,2025-10-26 20:58:32.794066,366.81,1,Office Supplies,Desk Accessories
TXNSQ3HRMGJJ7,CUST29504733,2025-10-31 20:58:32.794066,314.78,1,Electronics,Camera
TXNHUHP691ZB2,CUST29504733,2025-12-16 20:58:32.794066,284.82,3,Electronics,Headphones
TXNL5ZO8Y37HP,CUST29504733,2025-11-16 20:58:32.794066,256.88,3,Sports & Outdoors,Fitness Equipment
TXNTQLBTYA21Y,CUST29504733,2026-01-20 20:58:32.794066,313.07,4,Toys & Games,Video Games
TXNPBTDGHU0YO,CUST29504733,2025-11-09 20:58:32.794066,407.29,3,Books,Non-Fiction
TXNZP9GHYWMQJ,CUST29504733,2026-01-19 20:58:32.794066,388.91,4,Electronics,Laptop
TXNAFW3BT3SYX,CUST29504733,2026-01-16 20:58:32.794066,506.0,1,Health & Beauty,Supplements
TXNA88CM1XWBF,CUST29504733,2026-01-27 20:58:32.794066,250.47,1,Electronics,Headphones
TXNKIWVRQGWCH,CUST29504733,2026-02-06 20:58:32.794066,409.05,1,Books,Fiction
TXNYGCBYGYOI3,CUST29504733,2026-02-06 20:58:32.794066,463.02,1,Toys & Games,Video Games
TXNCDIMJQYEGJ,CUST53028560,2024-12-19 20:58:32.794066,97.68,1,Food & Beverages,Gourmet Food
TXNC8RJAB7IJU,CUST53028560,2024-04-21 20:58:32.794066,103.13,1,Health & Beauty,Skincare
TXN96NRPJBLVX,CUST53028560,2025-04-30 20:58:32.794066,82.96,4,Automotive,Cleaning Supplies
TXNJY59W8ODR4,CUST53028560,2024-05-29 20:58:32.794066,64.31,4,Books,Non-Fiction
TXNS9YCTYDE0Y,CUST53028560,2025-06-01 20:58:32.794066,17.08,2,Automotive,Tools
TXNTETMJPOYN4,CUST53028560,2024-03-11 20:58:32.794066,118.02,2,Office Supplies,Electronics
TXNUH677NHRU3,CUST53028560,2024-11-19 20:58:32.794066,176.23,5,Food & Beverages,Gourmet Food
TXNGRYB770VZH,CUST53028560,2024-09-01 20:58:32.794066,117.69,2,Books,Magazines
TXNXL34J77DJY,CUST53028560,2024-06-30 20:58:32.794066,119.02,2,Automotive,Cleaning Supplies
TXNKOIK2L98JZ,CUST19075519,2025-04-09 20:58:32.794066,195.7,3,Clothing,T-Shirt
TXNGX2QBRIQKS,CUST19075519,2024-12-10 20:58:32.794066,268.79,5,Electronics,Headphones
TXN52JQTH0MHG,CUST19075519,2025-09-06 20:58:32.794066,293.9,2,Automotive,Cleaning Supplies
TXNTETKRB4GVL,CUST19075519,2025-09-18 20:58:32.794066,241.15,4,Food & Beverages,Snacks
TXNZYBMTLGXI2,CUST19075519,2025-06-25 20:58:32.794066,168.8,4,Health & Beauty,Personal Care
TXN6RRJXCII51,CUST19075519,2025-04-04 20:58:32.794066,205.76,2,Food & Beverages,Beverages
TXNPML2GV53IH,CUST19075519,2024-11-08 20:58:32.794066,239.49,1,Home & Garden,Decor
TXNAQK16OR1E1,CUST19075519,2025-10-28 20:58:32.794066,158.43,5,Food & Beverages,Organic Products
TXNKTGC0KW5PH,CUST19075519,2025-12-27 20:58:32.794066,340.95,1,Home & Garden,Decor
TXNOUD8FXOAY6,CUST19075519,2025-11-03 20:58:32.794066,215.35,1,Toys & Games,Action Figures
TXNNU7M1LH0K5,CUST19075519,2026-01-18 20:58:32.794066,330.07,5,Food & Beverages,Beverages
TXNTS2IJRMXLF,CUST19075519,2024-12-12 20:58:32.794066,287.69,1,Food & Beverages,Beverages
TXNTP6ZKNR3WQ,CUST38604673,2025-11-24 20:58:32.794066,98.84,3,Books,Educational
TXNW90NHBD7QJ,CUST38604673,2025-12-04 20:58:32.794066,106.17,3,Sports & Outdoors,Sportswear
TXNPCDMLDEKDK,CUST38604673,2025-11-30 20:58:32.794066,95.91,3,Automotive,Parts
TXNIDL5QPHQRI,CUST38604673,2025-12-15 20:58:32.794066,58.24,5,Home & Garden,Decor
TXNVFO6BJ4QSY,CUST38604673,2025-11-24 20:58:32.794066,58.37,5,Books,Comics
TXN7HHA09L7I2,CUST38604673,2025-12-10 20:58:32.794066,77.23,4,Automotive,Car Accessories
TXNU7ALCR8OZZ,CUST38604673,2025-11-25 20:58:32.794066,68.19,1,Electronics,Camera
TXNCM59NU2HVV,CUST38604673,2025-12-11 20:58:32.794066,127.08,2,Home & Garden,Bedding
TXNI8MWUXF1ED,CUST38604673,2025-12-16 20:58:32.794066,78.15,2,Clothing,Jacket
TXNB3G2KRQP26,CUST50581368,2026-01-08 20:58:32.794066,182.61,3,Home & Garden,Tools
TXN0J0AH6ZGDB,CUST50581368,2026-01-09 20:58:32.794066,173.99,2,Office Supplies,Desk Accessories
TXN5BEDA3XUCU,CUST50581368,2026-01-09 20:58:32.794066,62.75,3,Clothing,Shoes
TXNJ86XJ1Q9V9,CUST50581368,2026-01-09 20:58:32.794066,179.08,3,Health & Beauty,Personal Care
TXNOZLZ5D03F2,CUST50581368,2026-01-08 20:58:32.794066,216.19,4,Health & Beauty,Skincare
TXNBIGVUOUQEF,CUST48855024,2025-10-20 20:58:32.794066,267.95,1,Home & Garden,Furniture
TXNJNF1JJE99F,CUST48855024,2025-06-30 20:58:32.794066,215.69,2,Books,Fiction
TXNKSX9G6DGT0,CUST48855024,2025-11-11 20:58:32.794066,249.78,4,Food & Beverages,Snacks
TXNEC5K40F773,CUST48855024,2025-09-29 20:58:32.794066,139.99,4,Health & Beauty,Makeup
TXNKZ38922780,CUST48855024,2025-06-18 20:58:32.794066,214.05,2,Automotive,Tools
TXNYPIBUXNPEQ,CUST48855024,2025-07-24 20:58:32.794066,194.12,2,Automotive,Car Accessories
TXNOSPBO6B10P,CUST48855024,2025-10-02 20:58:32.794066,167.25,2,Clothing,Jacket
TXNO8QM56ZKTX,CUST48855024,2026-02-01 20:58:32.794066,136.23,1,Books,Educational
TXN68TGVOBX5V,CUST48855024,2025-11-21 20:58:32.794066,223.7,5,Automotive,Parts
TXNYA4XEH3QLL,CUST48855024,2025-10-26 20:58:32.794066,306.25,2,Office Supplies,Furniture
TXNQ56P5TGWS2,CUST48855024,2025-06-02 20:58:32.794066,238.05,4,Toys & Games,Board Games
TXNFGEXWO3Q9H,CUST97908234,2025-10-24 20:58:32.794066,361.43,5,Office Supplies,Desk Accessories
TXNP5GIRRO0QQ,CUST97908234,2025-11-30 20:58:32.794066,404.35,3,Clothing,Shoes
TXN5INJGH49M2,CUST97908234,2025-10-02 20:58:32.794066,376.49,1,Sports & Outdoors,Fitness Equipment
TXN6EIB8L1QST,CUST97908234,2025-11-21 20:58:32.794066,305.45,3,Electronics,Headphones
TXN0PTO4VOR7I,CUST97908234,2025-10-29 20:58:32.794066,281.01,2,Sports & Outdoors,Bicycle
TXNE37BHXZSHG,CUST97908234,2025-11-30 20:58:32.794066,449.51,5,Food & Beverages,Organic Products
TXNYNM8Y9HXOV,CUST97908234,2025-09-03 20:58:32.794066,151.25,5,Home & Garden,Decor
TXN66C6Y8K036,CUST97908234,2025-08-26 20:58:32.794066,273.1,3,Electronics,Headphones
TXNXHFQCQNF0U,CUST97908234,2025-11-12 20:58:32.794066,365.22,4,Food & Beverages,Snacks
TXNWNM5K5F5HA,CUST97908234,2025-08-31 20:58:32.794066,404.86,4,Health & Beauty,Personal Care
TXNXMECIXSGOP,CUST97908234,2025-11-16 20:58:32.794066,369.65,2,Clothing,Jeans
TXN3DSZNWUS89,CUST97908234,2025-10-30 20:58:32.794066,157.62,4,Office Supplies,Stationery
TXNTAA5P66GJ4,CUST97908234,2025-10-03 20:58:32.794066,306.68,3,Home & Garden,Tools
TXNGMEL7W7384,CUST97908234,2025-10-28 20:58:32.794066,377.38,4,Toys & Games,Board Games
TXNK0LUTUWK4L,CUST63616504,2025-03-13 20:58:32.794066,261.63,1,Toys & Games,Video Games
TXNXY5WTA9YGJ,CUST63616504,2025-07-15 20:58:32.794066,128.79,4,Electronics,Smartphone
TXNGW1X696ZV2,CUST63616504,2025-12-29 20:58:32.794066,120.75,3,Office Supplies,Furniture
TXNAKM02FAG7F,CUST63616504,2025-08-29 20:58:32.794066,142.81,1,Electronics,Laptop
TXNIUI2YIPED4,CUST63616504,2025-08-06 20:58:32.794066,184.8,1,Clothing,Jeans
TXNZK6XA3PYFB,CUST63616504,2025-11-18 20:58:32.794066,211.24,3,Clothing,Accessories
TXNVN4JXBSJN9,CUST63616504,2025-07-23 20:58:32.794066,141.27,1,Books,Fiction
TXNQQJC49CTWB,CUST63616504,2025-02-25 20:58:32.794066,151.54,4,Office Supplies,Furniture
TXN3RJ7EYUXN6,CUST63616504,2025-02-11 20:58:32.794066,228.27,4,Toys & Games,Video Games
TXNNUQXSRR75I,CUST63616504,2026-02-09 20:58:32.794066,241.19,5,Automotive,Tools
TXN9UWWMOCFS5,CUST63616504,2025-03-19 20:58:32.794066,123.66,4,Sports & Outdoors,Camping Gear
TXNGL0KAH410K,CUST63616504,2025-09-26 20:58:32.794066,202.57,1,Home & Garden,Bedding
TXN93HACYCME1,CUST63616504,2025-08-14 20:58:32.794066,196.89,4,Electronics,Laptop
TXNU8UPDCLX0P,CUST63616504,2025-07-27 20:58:32.794066,201.84,1,Food & Beverages,Organic Products
TXNAAH18VV606,CUST63616504,2025-03-24 20:58:32.794066,141.75,1,Office Supplies,Stationery
TXNF9U5EJ3VA1,CUST78204380,2025-11-01 20:58:32.794066,56.36,3,Toys & Games,Board Games
TXNG3K1QBYSPW,CUST78204380,2025-12-04 20:58:32.794066,57.87,4,Toys & Games,Video Games
TXNDAHP4IV6A3,CUST78204380,2025-05-17 20:58:32.794066,51.46,1,Automotive,Cleaning Supplies
TXNJFGLK5IJ9R,CUST78204380,2025-06-30 20:58:32.794066,47.15,4,Automotive,Cleaning Supplies
TXNCIBRE1U35E,CUST78204380,2025-05-28 20:58:32.794066,68.1,4,Books,Educational
TXNDQ1WNPFVAR,CUST78204380,2025-09-04 20:58:32.794066,48.34,3,Electronics,Smart Watch
TXNLH25PO4V2N,CUST78204380,2025-09-14 20:58:32.794066,100.79,2,Automotive,Tools
TXNAW4BJOHCHC,CUST78204380,2025-07-02 20:58:32.794066,52.9,4,Office Supplies,Electronics
TXN62F9UDBEPS,CUST78204380,2025-06-29 20:58:32.794066,60.21,5,Electronics,Laptop
TXN16WN3ZM0WP,CUST78204380,2025-07-10 20:58:32.794066,64.77,5,Automotive,Tools
TXNAXA7H87QUC,CUST35294676,2025-11-01 20:58:32.794066,65.37,5,Toys & Games,Video Games
TXN0F3P827RT1,CUST35294676,2025-10-18 20:58:32.794066,48.95,2,Office Supplies,Desk Accessories
TXNQ5HJHK55F2,CUST35294676,2025-10-27 20:58:32.794066,42.98,2,Toys & Games,Puzzles
TXNNUQ5IP9QM3,CUST35294676,2025-10-28 20:58:32.794066,76.28,5,Books,Non-Fiction
TXNFBUONLIKU7,CUST35294676,2025-09-09 20:58:32.794066,55.96,1,Food & Beverages,Organic Products
TXNX2EQBRM2VQ,CUST35294676,2025-11-05 20:58:32.794066,38.6,5,Books,Magazines
TXNXU90NNYR4P,CUST35294676,2025-09-24 20:58:32.794066,50.64,1,Office Supplies,Desk Accessories
TXNHI5ANFXW7P,CUST35294676,2025-10-23 20:58:32.794066,45.81,5,Electronics,Camera
TXNDYDF2FMUAE,CUST99001833,2025-09-02 20:58:32.794066,238.44,3,Sports & Outdoors,Bicycle
TXNB9GBTLEOSF,CUST99001833,2025-07-30 20:58:32.794066,296.06,1,Clothing,Shoes
